country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_per_capita,co2_per_gdp,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
India,1850,IND,235732435.0,223302598656.0,,,,,,,,,,,,,,,,,,,,302.76,,,,0.192,1.479,302.76,1.284,200.839,0.852,20.571,0.087,,,,,,,,,,,,11.474,,,11.474,,,,,,,348.632,45.279
India,1851,IND,236535920.0,224090505216.0,,,,,,,,,,,,,,,,,,,,535.086,,,,0.192,1.358,232.326,0.982,201.612,0.852,20.986,0.089,,,,,,,,,,,,9.803,,,8.239,,6.03,0.0,0.0,0.0,0.0,321.197,45.503
India,1852,IND,237318415.0,,,,,,,,,,,,,,,,,,,,,730.438,,,,0.193,1.298,195.352,0.823,202.385,0.853,21.391,0.09,,,,,,,,,,,,8.784,,,6.836,,5.828,0.0,0.0,0.0,0.0,308.02,45.728
India,1853,IND,238079774.0,,,,,,,,,,,,,,,,,,,,,903.581,,,,0.193,1.267,173.143,0.727,203.159,0.853,21.78,0.091,,,,,,,,,,,,8.052,,,5.959,,5.675,0.0,0.0,0.0,0.0,301.572,45.952
India,1854,IND,238843552.0,,,,,,,,,,,,,,,,,,,,,1061.833,,,,0.193,1.249,158.252,0.663,203.933,0.854,22.144,0.093,,,,,,,,,,,,7.511,,,5.429,,5.55,0.0,0.0,0.0,0.0,298.259,46.177
India,1855,IND,239609756.0,,,,,,,,,,,,,,,,,,,,,1208.27,,,,0.194,1.23,146.436,0.611,204.708,0.854,22.48,0.094,,,,,,,,,,,,7.101,,,5.087,,5.463,0.0,0.0,0.001,0.0,294.612,46.401
India,1856,IND,240378394.0,,,,,,,,,,,,,,,,,,,,,1348.249,,,,0.194,1.225,139.979,0.582,205.484,0.855,22.779,0.095,,,,,,,,,,,,6.747,,,4.715,,5.379,0.0,0.0,0.001,0.0,294.387,46.625
India,1857,IND,241149472.0,,,,,,,,,,,,,,,,,,,,,1481.091,,,,0.194,1.207,132.842,0.551,206.26,0.855,23.036,0.096,,,,,,,,,,,,6.458,,,4.501,,5.308,0.0,0.0,0.001,0.0,291.145,46.848
India,1858,IND,241923000.0,,,,0.394,,,128.179,,,0.53,,0.002,,0.394,0.002,,0.394,128.179,0.394,0.0,1608.875,0.0,0.0,0.0,0.197,1.204,127.784,0.528,207.113,0.856,23.243,0.096,0.0,0.0,,0.138,3.931,0.138,,0.006,0.456,0.006,,6.21,0.0,,4.296,0.0,5.251,0.0,0.0,0.001,0.0,291.176,47.541
India,1859,IND,242698983.0,,,,0.636,0.242,61.345,123.026,-5.153,-4.02,0.507,,0.003,,0.636,0.003,,1.031,251.204,1.031,0.0,1731.264,0.0,0.0,0.0,0.198,1.191,122.389,0.504,207.937,0.857,23.396,0.096,0.0,0.0,,0.21,3.682,0.21,,0.015,0.799,0.015,,5.981,0.0,,4.028,0.0,5.187,0.001,0.0,0.001,0.0,289.092,48.051
India,1860,IND,243477427.0,,,,0.643,0.007,1.042,122.298,-0.727,-0.591,0.502,,0.003,,0.643,0.003,,1.674,373.503,1.674,0.0,1852.92,0.0,0.0,0.0,0.198,1.192,121.655,0.5,208.717,0.857,23.487,0.096,0.0,0.0,,0.194,3.928,0.194,,0.023,1.081,0.023,,5.84,0.0,,4.375,0.0,5.163,0.001,0.0,0.001,0.0,290.15,48.279
India,1861,IND,244258342.0,219618557952.0,,,0.497,-0.146,-22.68,119.583,-2.715,-2.22,0.49,0.545,0.002,0.002,0.497,0.002,,2.171,493.086,2.171,0.0,1972.005,0.0,0.0,0.0,0.198,1.188,119.086,0.488,209.468,0.858,23.539,0.096,0.0,0.0,,0.142,3.837,0.143,,0.028,1.309,0.028,,5.717,0.0,,4.303,0.0,5.139,0.001,0.0,0.001,0.0,290.156,48.326
India,1862,IND,245041734.0,,,,0.55,0.053,10.667,116.69,-2.893,-2.419,0.476,,0.002,,0.55,0.002,,2.722,609.776,2.722,0.0,2088.145,0.0,0.0,0.0,0.198,1.183,116.14,0.474,210.258,0.858,23.581,0.096,0.0,0.0,,0.155,3.769,0.155,,0.034,1.496,0.034,,5.608,0.0,,4.238,0.0,5.118,0.001,0.0,0.001,0.0,289.921,48.609
India,1863,IND,245827611.0,,,,0.61,0.06,10.843,115.616,-1.074,-0.92,0.47,,0.002,,0.61,0.002,,3.332,725.392,3.332,0.0,2203.152,0.0,0.0,0.0,0.199,1.182,115.006,0.468,211.05,0.859,23.615,0.096,0.0,0.0,,0.161,3.746,0.161,,0.039,1.654,0.039,,5.516,0.0,,4.248,0.0,5.099,0.001,0.0,0.001,0.0,290.642,48.901
India,1864,IND,246615984.0,,,,0.577,-0.033,-5.435,113.272,-2.345,-2.028,0.459,,0.002,,0.577,0.002,,3.908,838.664,3.908,0.0,2315.846,0.0,0.0,0.0,0.199,1.176,112.695,0.457,211.825,0.859,23.645,0.096,0.0,0.0,,0.141,3.741,0.141,,0.044,1.789,0.044,,5.441,0.0,,4.303,0.0,5.084,0.001,0.0,0.001,0.0,290.141,49.083
India,1865,IND,247406860.0,,,,0.567,-0.01,-1.724,114.497,1.225,1.082,0.463,,0.002,,0.567,0.002,,4.475,953.161,4.475,0.0,2429.776,0.0,0.0,0.0,0.199,1.18,113.93,0.46,212.604,0.859,23.673,0.096,0.0,0.0,,0.13,3.809,0.131,,0.048,1.911,0.048,,5.383,0.0,,4.431,0.0,5.073,0.001,0.0,0.001,0.0,292.029,49.293
India,1866,IND,248200247.0,,,,0.64,0.073,12.866,113.185,-1.312,-1.146,0.456,,0.003,,0.64,0.003,,5.115,1066.346,5.115,0.0,2542.321,0.0,0.0,0.0,0.2,1.179,112.545,0.453,213.401,0.86,23.701,0.095,0.0,0.0,,0.142,3.702,0.143,,0.052,2.014,0.052,,5.325,0.0,,4.315,0.0,5.057,0.001,0.0,0.002,0.0,292.595,49.602
India,1867,IND,248996154.0,,,,,,,,,,,,,,,,,,,,,2653.632,,,,0.197,1.172,111.31,0.447,214.061,0.86,23.731,0.095,,,,,,,,,,,,5.274,,,4.331,,5.041,0.001,0.0,0.002,0.0,291.82,49.063
India,1868,IND,249794587.0,,,,,,,,,,,,,,,,,,,,,2764.227,,,,0.197,1.172,110.596,0.443,214.845,0.86,23.768,0.095,,,,,,,,,,,,5.23,,,4.356,,5.027,0.001,0.001,0.002,0.0,292.8,49.287
India,1869,IND,250501067.0,,,,,,,,,,,,,,,,,,,,,2874.006,,,,0.198,1.171,109.778,0.438,215.629,0.861,23.812,0.095,,,,,,,,,,,,5.184,,,4.247,,5.008,0.001,0.001,0.002,0.0,293.283,49.512
India,1870,IND,251115205.0,215049994240.0,,,,,,,,,,,,,,,,,,,,2983.762,,,,0.202,1.175,109.757,0.437,217.394,0.866,23.866,0.095,,,,,,,,,,,,5.12,,,3.871,,4.981,0.001,0.001,0.002,0.0,295.061,50.719
India,1871,IND,251636609.0,,,,,,,,,,,,,,,,,,,,,3093.578,,,,0.202,1.177,109.816,0.436,217.755,0.865,24.253,0.096,,,,,,,,,,,,5.061,,,3.847,,4.951,0.001,0.001,0.002,0.0,296.075,50.824
India,1872,IND,252064885.0,,,,,,,,,,,,,,,,,,,,,3204.223,,,,0.202,1.18,110.645,0.439,218.116,0.865,25.205,0.1,,,,,,,,,,,,4.993,,,3.625,,4.906,0.001,0.001,0.002,0.0,297.484,50.946
India,1873,IND,252399639.0,,,,,,,,,,,,,,,,,,,,,3314.807,,,,0.202,1.187,110.584,0.438,218.477,0.866,26.591,0.105,,,,,,,,,,,,4.936,,,3.711,,4.866,0.001,0.001,0.002,0.0,299.633,51.081
India,1874,IND,252734813.0,,,,,,,,,,,,,,,,,,,,,3424.594,,,,0.203,1.192,109.786,0.434,218.838,0.866,28.28,0.112,,,,,,,,,,,,4.869,,,3.455,,4.822,0.001,0.001,0.002,0.0,301.231,51.225
India,1875,IND,253070405.0,,,,,,,,,,,,,,,,,,,,,3534.567,,,,0.203,1.201,109.973,0.435,219.199,0.866,30.142,0.119,,,,,,,,,,,,4.802,,,3.371,,4.776,0.001,0.001,0.002,0.0,303.894,51.374
India,1876,IND,253406417.0,,,,,,,,,,,,,,,,,,,,,3645.312,,,,0.203,1.21,110.746,0.437,219.56,0.866,32.045,0.126,,,,,,,,,,,,4.741,,,3.373,,4.732,0.002,0.001,0.003,0.0,306.509,51.524
India,1877,IND,253742849.0,,,,,,,,,,,,,,,,,,,,,3754.343,,,,0.204,1.212,109.03,0.43,219.921,0.867,33.859,0.133,,,,,,,,,,,,4.689,,,3.427,,4.693,0.002,0.001,0.003,0.0,307.592,51.672
India,1878,IND,254079702.0,,,,1.767,,,111.449,,,0.439,,0.007,,1.767,0.007,,6.882,1177.794,6.882,0.0,3864.025,0.0,0.0,0.0,0.212,1.229,109.682,0.432,220.622,0.868,35.452,0.14,0.0,0.0,,0.249,2.796,0.253,,0.04,1.229,0.04,,4.636,0.0,,3.347,0.0,4.655,0.002,0.001,0.003,0.0,312.357,53.92
India,1879,IND,254760858.0,,,,1.684,-0.083,-4.671,110.996,-0.453,-0.407,0.436,,0.007,,1.611,0.006,,8.566,1288.79,8.493,0.0,3973.335,0.073,0.0,0.0,0.212,1.23,109.311,0.429,220.956,0.867,36.695,0.144,0.073,0.0,,0.222,2.754,0.216,,0.048,1.29,0.048,,4.588,0.09,,3.343,0.579,4.617,0.002,0.001,0.003,0.0,313.431,53.941
India,1880,IND,255789440.0,,,,1.887,0.202,12.016,114.927,3.932,3.542,0.449,,0.007,,1.777,0.007,,10.453,1403.717,10.27,0.0,4086.376,0.183,0.0,0.0,0.212,1.235,113.04,0.442,221.35,0.865,37.455,0.146,0.11,0.0,,0.22,2.712,0.211,,0.056,1.348,0.055,,4.541,0.189,,3.344,0.715,4.573,0.002,0.001,0.003,0.0,315.9,54.294
India,1881,IND,257168597.0,,,,1.839,-0.047,-2.514,117.39,2.463,2.143,0.456,,0.007,,1.74,0.007,,12.292,1521.107,12.01,0.0,4201.927,0.282,0.0,0.0,0.213,1.243,115.551,0.449,223.263,0.868,37.892,0.147,0.099,0.0,,0.207,2.752,0.2,,0.063,1.403,0.062,,4.5,0.248,,3.422,0.575,4.536,0.002,0.001,0.003,0.0,319.783,54.687
India,1882,IND,258901501.0,,,,2.196,0.357,19.407,120.702,3.312,2.821,0.466,,0.008,,1.969,0.008,,14.489,1641.81,13.979,0.0,4320.433,0.509,0.0,0.0,0.215,1.25,118.506,0.458,225.234,0.87,38.26,0.148,0.227,0.001,,0.234,2.686,0.214,,0.071,1.454,0.069,0.0,4.458,0.383,0.0,3.332,1.199,4.498,0.002,0.001,0.003,0.0,323.544,55.541
India,1883,IND,260991354.0,,,,2.441,0.245,11.138,120.687,-0.015,-0.012,0.462,,0.009,,2.291,0.009,,16.93,1762.497,16.27,0.0,4438.679,0.66,0.0,0.0,0.216,1.251,118.246,0.453,227.217,0.871,38.573,0.148,0.15,0.001,,0.245,2.696,0.234,,0.079,1.502,0.076,0.0,4.421,0.442,0.0,3.399,0.91,4.467,0.002,0.001,0.003,0.0,326.559,56.293
India,1884,IND,263098048.0,233500590080.0,,,2.73,0.289,11.844,121.618,0.93,0.771,0.462,0.521,0.01,0.012,2.433,0.009,,19.66,1884.114,18.703,0.0,4557.567,0.956,0.0,0.0,0.217,1.252,118.888,0.452,229.174,0.871,38.845,0.148,0.297,0.001,,0.27,2.62,0.246,,0.087,1.544,0.084,0.0,4.381,0.57,0.0,3.273,1.62,4.437,0.002,0.001,0.003,0.0,329.279,57.064
India,1885,IND,265221721.0,242433818624.0,,,2.459,-0.271,-9.912,122.11,0.492,0.405,0.46,0.504,0.009,0.01,2.254,0.008,,22.119,2006.224,20.957,0.0,4677.217,1.162,0.0,0.0,0.216,1.252,119.651,0.451,231.064,0.871,39.089,0.147,0.205,0.001,,0.242,2.627,0.227,,0.094,1.584,0.09,0.0,4.344,0.622,0.0,3.295,1.082,4.412,0.002,0.001,0.003,0.0,332.027,57.205
India,1886,IND,267362508.0,236355829760.0,,,2.772,0.313,12.713,122.711,0.601,0.493,0.459,0.519,0.01,0.012,2.417,0.009,,24.891,2128.936,23.374,0.0,4797.157,1.517,0.0,0.0,0.217,1.252,119.939,0.449,233.028,0.872,39.32,0.147,0.355,0.001,,0.268,2.68,0.241,,0.101,1.622,0.096,0.0,4.314,0.728,0.0,3.383,1.629,4.394,0.002,0.001,0.004,0.0,334.671,58.004
India,1887,IND,269520547.0,248702402560.0,,,3.066,0.294,10.604,123.787,1.076,0.876,0.459,0.498,0.011,0.012,2.722,0.01,,27.957,2252.723,26.096,0.0,4917.878,1.861,0.0,0.0,0.218,1.256,120.721,0.448,235.016,0.872,39.551,0.147,0.344,0.001,,0.283,2.592,0.26,,0.109,1.656,0.103,0.0,4.28,0.802,0.0,3.27,1.465,4.376,0.002,0.001,0.004,0.0,338.476,58.809
India,1888,IND,271695977.0,252440838144.0,,,3.41,0.344,11.205,125.229,1.442,1.165,0.461,0.496,0.013,0.014,2.974,0.011,,31.367,2377.952,29.07,0.0,5039.697,2.297,0.0,0.0,0.22,1.261,121.82,0.448,236.999,0.872,39.797,0.146,0.436,0.002,,0.284,2.627,0.256,,0.117,1.689,0.109,0.0,4.254,0.895,0.0,3.416,1.772,4.361,0.002,0.001,0.004,0.0,342.476,59.657
India,1889,IND,273520781.0,247072505856.0,,,4.022,0.612,17.958,124.552,-0.677,-0.541,0.455,0.504,0.015,0.016,3.388,0.012,,35.389,2502.504,32.458,0.0,5160.228,2.931,0.0,0.0,0.222,1.261,120.53,0.441,239.017,0.874,40.07,0.146,0.634,0.002,,0.335,2.553,0.292,,0.126,1.718,0.117,0.0,4.225,1.028,0.0,3.277,2.231,4.347,0.002,0.001,0.004,0.001,344.943,60.811
India,1890,IND,274991729.0,260331798528.0,,,4.432,0.41,10.19,123.959,-0.592,-0.476,0.451,0.476,0.016,0.017,3.776,0.014,,39.82,2626.463,36.234,0.0,5279.755,3.586,0.0,0.0,0.225,1.27,119.528,0.435,241.026,0.876,41.601,0.151,0.656,0.002,,0.339,2.358,0.3,,0.136,1.74,0.125,0.0,4.187,1.122,0.0,3.026,1.893,4.327,0.002,0.001,0.004,0.001,349.263,61.813
India,1891,IND,276105563.0,236132745216.0,,,4.772,0.341,7.689,123.27,-0.69,-0.556,0.446,0.522,0.017,0.02,4.054,0.015,,44.593,2749.733,40.288,0.0,5398.252,4.305,0.0,0.0,0.226,1.27,118.497,0.429,241.501,0.875,41.718,0.151,0.718,0.003,,0.349,2.229,0.307,,0.145,1.758,0.133,0.0,4.144,1.194,0.0,2.848,1.759,4.302,0.002,0.001,0.004,0.001,350.617,62.341
India,1892,IND,276859000.0,255340527616.0,,,5.247,0.475,9.95,122.805,-0.465,-0.377,0.444,0.481,0.019,0.021,4.416,0.016,,49.84,2872.538,44.704,0.0,5515.81,5.136,0.0,0.0,0.228,1.273,117.558,0.425,241.995,0.874,41.84,0.151,0.831,0.003,,0.38,2.24,0.332,,0.155,1.774,0.141,0.0,4.105,1.282,0.0,2.866,2.067,4.281,0.003,0.001,0.004,0.001,352.333,63.023
India,1893,IND,277248729.0,261684559872.0,,,5.543,0.296,5.639,121.651,-1.154,-0.94,0.439,0.465,0.02,0.021,4.459,0.016,,55.383,2994.188,49.163,0.0,5631.917,6.22,0.0,0.0,0.229,1.272,116.108,0.419,242.432,0.874,41.967,0.151,1.084,0.004,,0.407,2.153,0.34,,0.165,1.787,0.149,0.0,4.062,1.403,0.0,2.707,2.548,4.259,0.003,0.001,0.004,0.001,352.55,63.471
India,1894,IND,277638978.0,265797353472.0,,,5.617,0.074,1.326,121.082,-0.569,-0.467,0.436,0.456,0.02,0.021,4.91,0.018,,61.0,3115.271,54.073,0.0,5747.383,6.927,0.0,0.0,0.23,1.273,115.465,0.416,242.925,0.875,42.099,0.152,0.707,0.003,,0.398,2.118,0.36,,0.175,1.798,0.158,0.0,4.02,1.429,0.0,2.683,1.696,4.236,0.003,0.001,0.005,0.001,353.417,63.754
India,1895,IND,278029747.0,259487842304.0,,,7.035,1.418,25.246,123.007,1.925,1.59,0.442,0.474,0.025,0.027,6.162,0.022,,68.035,3238.277,60.235,0.0,5863.355,7.799,0.0,0.0,0.236,1.282,115.972,0.417,243.591,0.876,42.235,0.152,0.872,0.003,,0.47,2.119,0.428,,0.187,1.808,0.168,0.0,3.982,1.462,0.0,2.691,1.797,4.215,0.003,0.001,0.005,0.001,356.557,65.555
India,1896,IND,278421038.0,240158998528.0,,,7.608,0.573,8.15,122.669,-0.337,-0.274,0.441,0.511,0.027,0.032,6.703,0.024,,75.643,3360.947,66.938,0.0,5978.416,8.705,0.0,0.0,0.238,1.286,115.061,0.413,244.117,0.877,42.376,0.152,0.905,0.003,,0.493,2.119,0.451,,0.199,1.818,0.18,0.0,3.946,1.485,0.0,2.711,1.722,4.195,0.003,0.001,0.005,0.001,358.025,66.374
India,1897,IND,278812851.0,284161114112.0,,,8.253,0.645,8.482,123.318,0.649,0.529,0.442,0.434,0.03,0.029,7.081,0.025,,83.896,3484.265,74.019,0.0,6093.481,9.877,0.0,0.0,0.241,1.292,115.065,0.413,244.62,0.877,42.522,0.153,1.172,0.004,,0.51,2.048,0.455,,0.212,1.825,0.191,0.0,3.908,1.54,0.0,2.613,2.111,4.172,0.003,0.001,0.005,0.001,360.264,67.244
India,1898,IND,279205186.0,284652077056.0,,,9.125,0.872,10.563,124.219,0.901,0.731,0.445,0.436,0.033,0.032,8.023,0.029,,93.021,3608.484,82.042,0.0,6208.574,10.98,0.0,0.0,0.245,1.297,115.094,0.412,245.221,0.878,42.671,0.153,1.102,0.004,,0.535,2.049,0.489,,0.225,1.832,0.203,0.0,3.874,1.571,0.0,2.642,1.928,4.15,0.003,0.001,0.005,0.001,362.066,68.439
India,1899,IND,279838410.0,262708314112.0,,,10.054,0.929,10.184,124.393,0.174,0.14,0.445,0.474,0.036,0.038,8.871,0.032,,103.076,3732.876,90.913,0.0,6322.913,12.163,0.0,0.0,0.249,1.302,114.338,0.409,245.808,0.878,42.824,0.153,1.183,0.004,,0.54,1.971,0.495,,0.239,1.836,0.215,0.0,3.839,1.603,0.0,2.571,1.971,4.126,0.003,0.001,0.005,0.001,364.375,69.68
India,1900,IND,280714154.0,271697494016.0,,,11.93,1.875,18.649,121.603,-2.79,-2.243,0.433,0.448,0.042,0.044,10.654,0.038,,115.005,3854.479,101.567,0.0,6432.586,13.438,0.0,0.0,0.257,1.311,109.673,0.391,246.576,0.878,42.982,0.153,1.275,0.005,,0.608,1.88,0.566,,0.255,1.838,0.23,0.0,3.801,1.627,0.0,2.434,1.894,4.101,0.003,0.001,0.005,0.001,368.109,72.049
India,1901,IND,281834058.0,277327806464.0,,,13.18,1.25,10.479,119.98,-1.623,-1.334,0.426,0.433,0.047,0.048,11.553,0.041,,128.185,3974.459,113.12,0.0,6539.386,15.065,0.0,0.0,0.261,1.304,106.8,0.379,245.603,0.871,43.152,0.153,1.627,0.006,,0.651,1.83,0.597,,0.272,1.837,0.246,0.0,3.764,1.672,0.0,2.356,2.176,4.073,0.003,0.001,0.005,0.001,367.502,73.498
India,1902,IND,283199773.0,300671991808.0,,,14.515,1.336,10.135,120.047,0.067,0.056,0.424,0.399,0.051,0.048,12.926,0.046,,142.7,4094.506,126.045,0.0,6644.918,16.655,0.0,0.0,0.265,1.296,105.531,0.373,244.717,0.864,43.34,0.153,1.59,0.006,,0.7,1.791,0.653,,0.29,1.836,0.262,0.0,3.725,1.697,0.0,2.281,1.967,4.04,0.003,0.001,0.006,0.001,366.982,75.127
India,1903,IND,284812956.0,304764387328.0,,,14.802,0.287,1.975,118.649,-1.398,-1.164,0.417,0.389,0.052,0.049,12.952,0.045,,157.502,4213.155,138.997,0.0,6748.765,18.505,0.0,0.0,0.265,1.292,103.847,0.365,243.574,0.855,43.542,0.153,1.85,0.006,,0.654,1.73,0.599,,0.306,1.833,0.277,0.0,3.688,1.734,0.0,2.259,2.162,4.003,0.003,0.002,0.006,0.001,367.866,75.454
India,1904,IND,286435299.0,306075009024.0,,,16.561,1.759,11.883,120.082,1.432,1.207,0.419,0.392,0.058,0.054,14.308,0.05,,174.063,4333.237,153.305,0.0,6852.286,20.758,0.0,0.0,0.271,1.29,103.521,0.361,242.699,0.847,43.752,0.153,2.253,0.008,,0.724,1.724,0.658,,0.324,1.83,0.293,0.0,3.651,1.785,0.0,2.212,2.345,3.963,0.003,0.002,0.006,0.001,369.428,77.525
India,1905,IND,288066854.0,300632506368.0,,,16.931,0.37,2.232,119.063,-1.019,-0.848,0.413,0.396,0.059,0.056,14.659,0.051,,190.994,4452.299,167.964,0.0,6954.417,23.03,0.0,0.0,0.271,1.282,102.132,0.355,241.619,0.839,43.965,0.153,2.272,0.008,,0.695,1.639,0.632,,0.34,1.824,0.307,0.0,3.613,1.827,0.0,2.116,2.341,3.917,0.003,0.002,0.006,0.001,369.413,78.003
India,1906,IND,289707671.0,308969701376.0,,,19.549,2.619,15.467,118.934,-0.128,-0.108,0.411,0.385,0.067,0.063,17.036,0.059,,210.544,4571.234,185.0,0.0,7053.802,25.544,0.0,0.0,0.28,1.277,99.385,0.343,240.934,0.832,44.175,0.152,2.514,0.009,,0.768,1.611,0.702,,0.359,1.818,0.324,0.0,3.575,1.881,0.0,2.055,2.568,3.869,0.004,0.002,0.006,0.001,369.858,81.125
India,1907,IND,291357804.0,290665103360.0,,,21.772,2.223,11.371,119.807,0.873,0.734,0.411,0.412,0.075,0.075,19.413,0.067,,232.316,4691.042,204.413,0.0,7151.838,27.903,0.0,0.0,0.288,1.276,98.035,0.336,240.236,0.825,44.379,0.152,2.36,0.008,,0.751,1.566,0.704,,0.377,1.81,0.341,0.0,3.539,1.888,0.0,2.065,1.976,3.817,0.004,0.002,0.006,0.001,371.728,83.838
India,1908,IND,293017306.0,294816907264.0,,,24.908,3.136,14.403,123.071,3.264,2.724,0.42,0.417,0.085,0.084,22.237,0.076,,257.224,4814.112,226.65,0.0,7250.0,30.574,0.0,0.0,0.299,1.282,98.163,0.335,239.64,0.818,44.569,0.152,2.671,0.009,,0.894,1.614,0.844,,0.399,1.805,0.363,0.0,3.504,1.903,0.0,2.029,2.074,3.766,0.004,0.002,0.006,0.001,375.615,87.561
India,1909,IND,294397607.0,335358001152.0,,,24.143,-0.766,-3.074,121.07,-2.001,-1.626,0.411,0.361,0.082,0.072,20.669,0.07,,281.367,4935.183,247.319,0.0,7346.928,34.048,0.0,0.0,0.294,1.271,96.928,0.329,238.225,0.809,44.742,0.152,3.473,0.012,,0.832,1.543,0.754,,0.418,1.797,0.379,0.0,3.468,1.956,0.0,1.96,2.585,3.712,0.004,0.002,0.006,0.001,374.13,86.561
India,1910,IND,295496971.0,335633088512.0,,,23.487,-0.655,-2.714,123.851,2.78,2.297,0.419,0.369,0.079,0.07,20.977,0.071,,304.854,5059.034,268.297,0.0,7447.292,36.558,0.0,0.0,0.291,1.271,100.363,0.34,237.088,0.802,44.892,0.152,2.51,0.008,,0.772,1.59,0.73,,0.433,1.792,0.394,0.0,3.438,1.94,0.0,2.114,1.742,3.658,0.004,0.002,0.006,0.001,375.5,85.942
India,1911,IND,296313651.0,333713113088.0,,,24.782,1.295,5.514,126.601,2.75,2.221,0.427,0.379,0.084,0.074,22.144,0.075,,329.637,5185.634,290.441,0.0,7549.11,39.196,0.0,0.0,0.296,1.277,101.819,0.344,237.745,0.802,45.022,0.152,2.638,0.009,,0.802,1.599,0.761,,0.449,1.786,0.409,0.0,3.409,1.924,0.0,2.109,1.726,3.607,0.004,0.002,0.006,0.001,378.516,87.649
India,1912,IND,296845891.0,333133185024.0,,,28.521,3.739,15.087,130.013,3.412,2.695,0.438,0.39,0.096,0.086,25.609,0.086,,358.158,5315.647,316.049,0.0,7650.602,42.109,0.0,0.0,0.311,1.292,101.492,0.342,238.787,0.804,45.14,0.152,2.913,0.01,,0.879,1.639,0.837,,0.467,1.782,0.427,0.0,3.383,1.919,0.0,2.166,1.853,3.559,0.004,0.002,0.007,0.001,383.513,92.183
India,1913,IND,297091925.0,325870092288.0,,,31.467,2.945,10.327,133.774,3.761,2.893,0.45,0.411,0.106,0.097,28.224,0.095,,389.625,5449.422,344.274,0.0,7752.909,45.351,0.0,0.0,0.322,1.31,102.308,0.344,239.671,0.807,45.249,0.152,3.243,0.011,,0.895,1.666,0.855,,0.486,1.779,0.445,0.0,3.362,1.908,0.0,2.266,1.782,3.513,0.004,0.002,0.007,0.001,389.297,95.764
India,1914,IND,297338132.0,343519985664.0,,,31.698,0.231,0.735,133.448,-0.326,-0.244,0.449,0.388,0.107,0.092,28.671,0.096,,421.323,5582.871,372.945,0.0,7854.66,48.378,0.0,0.0,0.324,1.312,101.75,0.342,240.123,0.808,45.352,0.153,3.027,0.01,,0.994,1.714,0.965,,0.505,1.778,0.464,0.0,3.339,1.888,0.0,2.214,1.627,3.473,0.004,0.002,0.007,0.001,390.188,96.198
India,1915,IND,297584511.0,334924185600.0,,,33.142,1.444,4.554,134.658,1.21,0.907,0.453,0.402,0.111,0.099,29.785,0.1,,454.465,5717.528,402.73,0.0,7956.176,51.734,0.0,0.0,0.329,1.319,101.517,0.341,240.714,0.809,45.452,0.153,3.356,0.011,,1.055,1.746,1.024,,0.525,1.777,0.484,0.0,3.318,1.874,0.0,2.221,1.699,3.436,0.004,0.002,0.007,0.001,392.417,97.981
India,1916,IND,297831063.0,344693997568.0,,,33.518,0.376,1.134,134.318,-0.341,-0.253,0.451,0.39,0.113,0.097,30.044,0.101,,487.982,5851.847,432.775,0.0,8056.977,55.207,0.0,0.0,0.331,1.324,100.8,0.338,241.141,0.81,45.55,0.153,3.473,0.012,,0.988,1.697,0.958,,0.543,1.775,0.501,0.0,3.298,1.855,0.0,2.229,1.614,3.399,0.004,0.002,0.007,0.001,394.301,98.532
India,1917,IND,298077789.0,338632802304.0,,,35.02,1.502,4.482,135.966,1.649,1.227,0.456,0.402,0.117,0.103,31.715,0.106,,523.002,5987.812,464.49,0.0,8157.923,58.512,0.0,0.0,0.337,1.341,100.946,0.339,241.825,0.811,45.651,0.153,3.305,0.011,,0.987,1.68,0.971,,0.56,1.773,0.518,0.0,3.278,1.82,0.0,2.221,1.381,3.363,0.004,0.002,0.007,0.001,399.712,100.467
India,1918,IND,298421342.0,295336804352.0,,,39.359,4.34,12.392,140.009,4.042,2.973,0.469,0.474,0.132,0.133,36.087,0.121,,562.361,6127.821,500.577,0.0,8258.572,61.784,0.0,0.0,0.354,1.355,100.649,0.337,243.03,0.814,45.756,0.153,3.272,0.011,,1.125,1.74,1.122,,0.58,1.772,0.539,0.0,3.259,1.786,0.0,2.213,1.335,3.331,0.004,0.002,0.007,0.001,404.508,105.759
